#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IL6	TGFB1	9606.ENSP00000385675	9606.ENSP00000221930	0	0	0	0	0.065	0	0.900	0.901	0.990
IL6	PON1	9606.ENSP00000385675	9606.ENSP00000222381	0	0	0	0	0	0	0	0.505	0.505
IL6	SERPINE1	9606.ENSP00000385675	9606.ENSP00000223095	0	0	0	0	0.160	0	0	0.803	0.827
IL6	MPO	9606.ENSP00000385675	9606.ENSP00000225275	0	0	0	0	0.062	0	0	0.839	0.843
IL6	MAPK14	9606.ENSP00000385675	9606.ENSP00000229795	0	0	0	0	0	0	0	0.758	0.758
IL6	SLC6A4	9606.ENSP00000385675	9606.ENSP00000261707	0	0	0	0	0	0	0	0.598	0.598
IL6	MAPK3	9606.ENSP00000385675	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.741	0.973
IL6	TP53	9606.ENSP00000385675	9606.ENSP00000269305	0	0	0	0	0.062	0	0	0.738	0.744
IL6	SOD1	9606.ENSP00000385675	9606.ENSP00000270142	0	0	0	0	0	0	0	0.535	0.535
IL6	PPARG	9606.ENSP00000385675	9606.ENSP00000287820	0	0	0	0	0	0	0	0.792	0.792
IL6	OLR1	9606.ENSP00000385675	9606.ENSP00000309124	0	0	0	0	0.089	0	0	0.517	0.541
IL6	PPARD	9606.ENSP00000385675	9606.ENSP00000310928	0	0	0	0	0	0	0	0.415	0.415
IL6	NQO1	9606.ENSP00000385675	9606.ENSP00000319788	0	0	0	0	0	0	0	0.570	0.570
IL6	SLC2A4	9606.ENSP00000385675	9606.ENSP00000320935	0	0	0	0	0	0	0	0.652	0.652
IL6	MMP1	9606.ENSP00000385675	9606.ENSP00000322788	0	0	0	0	0.154	0	0.900	0.710	0.973
IL6	NOS2	9606.ENSP00000385675	9606.ENSP00000327251	0	0	0	0	0.063	0	0	0.784	0.789
IL6	NR1I2	9606.ENSP00000385675	9606.ENSP00000336528	0	0	0	0	0	0	0	0.469	0.469
IL6	SLPI	9606.ENSP00000385675	9606.ENSP00000342082	0	0	0	0	0.062	0	0	0.503	0.513
IL6	SREBF1	9606.ENSP00000385675	9606.ENSP00000348069	0	0	0	0	0	0	0	0.616	0.616
IL6	STAT1	9606.ENSP00000385675	9606.ENSP00000354394	0	0	0	0	0.062	0.117	0.900	0.846	0.985
IL6	PTGS2	9606.ENSP00000385675	9606.ENSP00000356438	0	0	0	0	0.312	0	0	0.878	0.913
IL6	JUN	9606.ENSP00000385675	9606.ENSP00000360266	0	0	0	0	0.052	0	0.900	0.822	0.981
IL6	PTPN1	9606.ENSP00000385675	9606.ENSP00000360683	0	0	0	0	0.062	0	0	0.431	0.443
IL6	PTEN	9606.ENSP00000385675	9606.ENSP00000361021	0	0	0	0	0.056	0	0	0.630	0.636
IL6	MMP9	9606.ENSP00000385675	9606.ENSP00000361405	0	0	0	0	0.075	0	0.900	0.861	0.986
IL6	XDH	9606.ENSP00000385675	9606.ENSP00000368727	0	0	0	0	0	0	0	0.404	0.404
IL6	SPP1	9606.ENSP00000385675	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.687	0.694
IL6	MAPK8	9606.ENSP00000385675	9606.ENSP00000378974	0	0	0	0	0	0	0	0.668	0.668
IL6	NFE2L2	9606.ENSP00000385675	9606.ENSP00000380252	0	0	0	0	0	0	0	0.634	0.634
IL6	RELA	9606.ENSP00000385675	9606.ENSP00000384273	0	0	0	0	0	0.270	0.900	0.707	0.976
IL6	PPARA	9606.ENSP00000385675	9606.ENSP00000385523	0	0	0	0	0	0	0	0.694	0.694
IL6	PRKCA	9606.ENSP00000385675	9606.ENSP00000408695	0	0	0	0	0	0	0	0.455	0.455
IL6	LDLR	9606.ENSP00000385675	9606.ENSP00000454071	0	0	0	0	0	0	0	0.521	0.521
IL6	TNF	9606.ENSP00000385675	9606.ENSP00000398698	0	0	0	0	0.125	0	0.900	0.941	0.994
INSR	MAPK3	9606.ENSP00000303830	9606.ENSP00000263025	0	0	0	0.573	0	0.351	0	0.445	0.468
INSR	PPARG	9606.ENSP00000303830	9606.ENSP00000287820	0	0	0	0	0	0.077	0	0.507	0.525
INSR	PPARA	9606.ENSP00000303830	9606.ENSP00000385523	0	0	0	0	0.063	0.077	0	0.426	0.460
INSR	PIK3CG	9606.ENSP00000303830	9606.ENSP00000352121	0	0	0	0	0.063	0.143	0	0.418	0.491
INSR	SREBF1	9606.ENSP00000303830	9606.ENSP00000348069	0	0	0	0	0	0.062	0	0.539	0.550
INSR	SLC2A4	9606.ENSP00000303830	9606.ENSP00000320935	0	0	0	0	0	0.105	0	0.674	0.696
INSR	PTEN	9606.ENSP00000303830	9606.ENSP00000361021	0	0	0	0	0.054	0.364	0	0.638	0.763
INSR	PTPN1	9606.ENSP00000303830	9606.ENSP00000360683	0	0	0	0	0.062	0.985	0.900	0.547	0.999
JUN	MMP2	9606.ENSP00000360266	9606.ENSP00000219070	0	0	0	0	0	0	0	0.655	0.655
JUN	TGFB1	9606.ENSP00000360266	9606.ENSP00000221930	0	0	0	0	0.061	0	0.900	0.593	0.958
JUN	SERPINE1	9606.ENSP00000360266	9606.ENSP00000223095	0	0	0	0	0.073	0	0	0.560	0.575
JUN	MPO	9606.ENSP00000360266	9606.ENSP00000225275	0	0	0	0	0	0	0	0.458	0.458
JUN	MAPK14	9606.ENSP00000360266	9606.ENSP00000229795	0	0	0	0	0	0.400	0.900	0.838	0.989
JUN	MAPK3	9606.ENSP00000360266	9606.ENSP00000263025	0	0	0	0	0	0.500	0.900	0.852	0.991
JUN	TP53	9606.ENSP00000360266	9606.ENSP00000269305	0	0	0	0	0	0.149	0.600	0.838	0.940
JUN	SOD1	9606.ENSP00000360266	9606.ENSP00000270142	0	0	0	0	0	0	0	0.439	0.439
JUN	PPARG	9606.ENSP00000360266	9606.ENSP00000287820	0	0	0	0	0	0.066	0.900	0.842	0.984
JUN	PRKACA	9606.ENSP00000360266	9606.ENSP00000309591	0	0	0	0	0	0	0.800	0.160	0.824
JUN	PPARD	9606.ENSP00000360266	9606.ENSP00000310928	0	0	0	0	0	0.066	0	0.394	0.410
JUN	NQO1	9606.ENSP00000360266	9606.ENSP00000319788	0	0	0	0	0	0	0	0.517	0.517
JUN	SLC2A4	9606.ENSP00000360266	9606.ENSP00000320935	0	0	0	0	0	0	0	0.482	0.482
JUN	MMP1	9606.ENSP00000360266	9606.ENSP00000322788	0	0	0	0	0	0.628	0	0.621	0.853
JUN	NOS2	9606.ENSP00000360266	9606.ENSP00000327251	0	0	0	0	0	0	0.900	0.581	0.956
JUN	NR1I2	9606.ENSP00000360266	9606.ENSP00000336528	0	0	0	0	0	0.066	0	0.387	0.403
JUN	SREBF1	9606.ENSP00000360266	9606.ENSP00000348069	0	0	0	0	0.062	0	0	0.557	0.567
JUN	STAT1	9606.ENSP00000360266	9606.ENSP00000354394	0	0	0	0	0	0.343	0	0.764	0.839
JUN	PTGS2	9606.ENSP00000360266	9606.ENSP00000356438	0	0	0	0	0.066	0	0	0.738	0.745
JUN	NCOA2	9606.ENSP00000360266	9606.ENSP00000399968	0	0	0	0	0	0.213	0	0.307	0.432
JUN	PTPN1	9606.ENSP00000360266	9606.ENSP00000360683	0	0	0	0	0	0.129	0	0.422	0.475
JUN	SPP1	9606.ENSP00000360266	9606.ENSP00000378517	0	0	0	0	0	0	0	0.521	0.521
JUN	PRKCA	9606.ENSP00000360266	9606.ENSP00000408695	0	0	0	0	0	0	0	0.562	0.562
JUN	PTEN	9606.ENSP00000360266	9606.ENSP00000361021	0	0	0	0	0	0.105	0	0.712	0.731
JUN	MMP9	9606.ENSP00000360266	9606.ENSP00000361405	0	0	0	0	0	0.486	0	0.720	0.849
JUN	NCOA1	9606.ENSP00000360266	9606.ENSP00000385216	0	0	0	0	0	0.675	0.800	0.515	0.965
JUN	TNF	9606.ENSP00000360266	9606.ENSP00000398698	0	0	0	0	0	0	0.900	0.847	0.984
JUN	RELA	9606.ENSP00000360266	9606.ENSP00000384273	0	0	0	0	0.069	0.481	0.900	0.844	0.991
JUN	PPARA	9606.ENSP00000360266	9606.ENSP00000385523	0	0	0	0	0	0.066	0.900	0.963	0.996
JUN	MAPK8	9606.ENSP00000360266	9606.ENSP00000378974	0	0	0	0	0	0.998	0.900	0.979	0.999
JUN	NFE2L2	9606.ENSP00000360266	9606.ENSP00000380252	0	0	0	0	0	0.769	0.900	0.977	0.999
LDLR	MMP2	9606.ENSP00000454071	9606.ENSP00000219070	0	0	0	0	0	0.385	0	0.294	0.547
LDLR	PON1	9606.ENSP00000454071	9606.ENSP00000222381	0	0	0	0	0	0	0.540	0.344	0.685
LDLR	SERPINE1	9606.ENSP00000454071	9606.ENSP00000223095	0	0	0	0	0.074	0.059	0	0.940	0.943
LDLR	PPARG	9606.ENSP00000454071	9606.ENSP00000287820	0	0	0	0	0	0.056	0	0.595	0.601
LDLR	OLR1	9606.ENSP00000454071	9606.ENSP00000309124	0	0	0	0	0	0	0	0.529	0.529
LDLR	SREBF1	9606.ENSP00000454071	9606.ENSP00000348069	0	0	0	0	0.062	0	0.900	0.707	0.970
LDLR	MMP9	9606.ENSP00000454071	9606.ENSP00000361405	0	0	0	0	0	0	0	0.445	0.446
LDLR	PPARA	9606.ENSP00000454071	9606.ENSP00000385523	0	0	0	0	0	0.056	0	0.600	0.606
LDLR	TNF	9606.ENSP00000454071	9606.ENSP00000398698	0	0	0	0	0	0.062	0	0.519	0.530
LDLR	MTTP	9606.ENSP00000454071	9606.ENSP00000427679	0	0	0	0	0	0.179	0	0.518	0.587
MAOA	SLC6A4	9606.ENSP00000340684	9606.ENSP00000261707	0	0	0	0	0.062	0	0	0.884	0.887
MAPK14	TGFB1	9606.ENSP00000229795	9606.ENSP00000221930	0	0	0	0	0	0.058	0	0.571	0.579
MAPK14	PIK3CG	9606.ENSP00000229795	9606.ENSP00000352121	0	0	0	0	0.062	0.114	0	0.346	0.409
MAPK14	PPARA	9606.ENSP00000229795	9606.ENSP00000385523	0	0	0	0	0	0.104	0	0.418	0.456
MAPK14	PTPN1	9606.ENSP00000229795	9606.ENSP00000360683	0	0	0	0	0.065	0.247	0	0.341	0.495
MAPK14	NOS2	9606.ENSP00000229795	9606.ENSP00000327251	0	0	0	0	0.049	0	0	0.496	0.500
MAPK14	MMP9	9606.ENSP00000229795	9606.ENSP00000361405	0	0	0	0	0.049	0	0	0.567	0.571
MAPK14	PTEN	9606.ENSP00000229795	9606.ENSP00000361021	0	0	0	0	0	0.188	0	0.504	0.580
MAPK14	SLC2A4	9606.ENSP00000229795	9606.ENSP00000320935	0	0	0	0	0.057	0.057	0	0.570	0.584
MAPK14	PTGS2	9606.ENSP00000229795	9606.ENSP00000356438	0	0	0	0	0	0.065	0	0.624	0.633
MAPK14	PPARG	9606.ENSP00000229795	9606.ENSP00000287820	0	0	0	0	0	0.104	0	0.655	0.678
MAPK14	MAPK8	9606.ENSP00000229795	9606.ENSP00000378974	0	0	0.396	0.924	0.066	0.470	0.600	0.814	0.803
MAPK14	RELA	9606.ENSP00000229795	9606.ENSP00000384273	0	0	0	0	0	0.128	0.900	0.525	0.955
MAPK14	MAPK3	9606.ENSP00000229795	9606.ENSP00000263025	0	0	0.394	0.924	0.048	0.777	0.800	0.831	0.957
MAPK14	STAT1	9606.ENSP00000229795	9606.ENSP00000354394	0	0	0	0	0.062	0.243	0.900	0.541	0.963
MAPK14	TNF	9606.ENSP00000229795	9606.ENSP00000398698	0	0	0	0	0	0	0.900	0.768	0.975
MAPK14	TP53	9606.ENSP00000229795	9606.ENSP00000269305	0	0	0	0	0	0.878	0.900	0.655	0.995
MAPK3	MMP2	9606.ENSP00000263025	9606.ENSP00000219070	0	0	0	0	0.049	0	0	0.681	0.683
MAPK3	TGFB1	9606.ENSP00000263025	9606.ENSP00000221930	0	0	0	0	0.062	0.058	0.900	0.581	0.958
MAPK3	SERPINE1	9606.ENSP00000263025	9606.ENSP00000223095	0	0	0	0	0	0	0	0.527	0.527
MAPK3	MPO	9606.ENSP00000263025	9606.ENSP00000225275	0	0	0	0	0	0.058	0	0.416	0.427
MAPK3	NR1I3	9606.ENSP00000263025	9606.ENSP00000356959	0	0	0	0	0	0.104	0	0.422	0.460
MAPK3	SOD1	9606.ENSP00000263025	9606.ENSP00000270142	0	0	0	0	0.049	0.127	0	0.416	0.473
MAPK3	NOS2	9606.ENSP00000263025	9606.ENSP00000327251	0	0	0	0	0.049	0	0	0.478	0.483
MAPK3	MMP1	9606.ENSP00000263025	9606.ENSP00000322788	0	0	0	0	0.049	0	0	0.506	0.510
MAPK3	SLC2A4	9606.ENSP00000263025	9606.ENSP00000320935	0	0	0	0	0.054	0.057	0	0.496	0.511
MAPK3	SPP1	9606.ENSP00000263025	9606.ENSP00000378517	0	0	0	0	0	0	0	0.519	0.519
MAPK3	NFE2L2	9606.ENSP00000263025	9606.ENSP00000380252	0	0	0	0	0	0.077	0	0.512	0.531
MAPK3	PIK3CG	9606.ENSP00000263025	9606.ENSP00000352121	0	0	0	0	0.062	0.114	0	0.492	0.541
MAPK3	PTPN1	9606.ENSP00000263025	9606.ENSP00000360683	0	0	0	0	0.062	0.247	0	0.527	0.637
MAPK3	PPARG	9606.ENSP00000263025	9606.ENSP00000287820	0	0	0	0	0	0.104	0	0.627	0.651
MAPK3	SREBF1	9606.ENSP00000263025	9606.ENSP00000348069	0	0	0	0	0.055	0.479	0	0.411	0.685
MAPK3	MMP9	9606.ENSP00000263025	9606.ENSP00000361405	0	0	0	0	0.049	0	0	0.716	0.718
MAPK3	TNF	9606.ENSP00000263025	9606.ENSP00000398698	0	0	0	0	0	0	0	0.765	0.765
MAPK3	PTGS2	9606.ENSP00000263025	9606.ENSP00000356438	0	0	0	0	0	0.334	0	0.682	0.780
MAPK3	PTEN	9606.ENSP00000263025	9606.ENSP00000361021	0	0	0	0	0.065	0.188	0	0.790	0.827
MAPK3	PRKACA	9606.ENSP00000263025	9606.ENSP00000309591	0	0	0.369	0.611	0.106	0.180	0.800	0.189	0.870
MAPK3	MAPK8	9606.ENSP00000263025	9606.ENSP00000378974	0	0	0.390	0.874	0.083	0.225	0.900	0.837	0.934
MAPK3	RXRA	9606.ENSP00000263025	9606.ENSP00000419692	0	0	0	0	0	0.317	0.900	0.152	0.937
MAPK3	RELA	9606.ENSP00000263025	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.490	0.946
MAPK3	PRKCA	9606.ENSP00000263025	9606.ENSP00000408695	0	0	0	0.588	0.053	0.369	0.900	0.656	0.952
MAPK3	PPARA	9606.ENSP00000263025	9606.ENSP00000385523	0	0	0	0	0	0.264	0.900	0.511	0.960
MAPK3	STAT1	9606.ENSP00000263025	9606.ENSP00000354394	0	0	0	0	0.062	0.161	0.900	0.655	0.969
MAPK3	TP53	9606.ENSP00000263025	9606.ENSP00000269305	0	0	0	0	0.062	0.680	0.800	0.721	0.981
MAPK8	MMP2	9606.ENSP00000378974	9606.ENSP00000219070	0	0	0	0	0	0	0	0.511	0.511
MAPK8	TP53	9606.ENSP00000378974	9606.ENSP00000269305	0	0	0	0	0	0.884	0.900	0.827	0.997
MAPK8	PPARG	9606.ENSP00000378974	9606.ENSP00000287820	0	0	0	0	0	0.213	0	0.477	0.571
MAPK8	SLC2A4	9606.ENSP00000378974	9606.ENSP00000320935	0	0	0	0	0.047	0.182	0	0.540	0.610
MAPK8	MMP1	9606.ENSP00000378974	9606.ENSP00000322788	0	0	0	0	0	0	0	0.408	0.408
MAPK8	NOS2	9606.ENSP00000378974	9606.ENSP00000327251	0	0	0	0	0.053	0	0	0.397	0.405
MAPK8	STAT1	9606.ENSP00000378974	9606.ENSP00000354394	0	0	0	0	0	0	0	0.483	0.483
MAPK8	PTGS2	9606.ENSP00000378974	9606.ENSP00000356438	0	0	0	0	0	0	0	0.564	0.564
MAPK8	PTEN	9606.ENSP00000378974	9606.ENSP00000361021	0	0	0	0	0.062	0.154	0	0.557	0.617
MAPK8	MMP9	9606.ENSP00000378974	9606.ENSP00000361405	0	0	0	0	0	0	0	0.569	0.569
MAPK8	PPARA	9606.ENSP00000378974	9606.ENSP00000385523	0	0	0	0	0	0	0	0.413	0.413
MAPK8	NFE2L2	9606.ENSP00000378974	9606.ENSP00000380252	0	0	0	0	0	0.494	0	0.413	0.690
MAPK8	TNF	9606.ENSP00000378974	9606.ENSP00000398698	0	0	0	0	0.052	0	0	0.696	0.700
MAPK8	RXRA	9606.ENSP00000378974	9606.ENSP00000419692	0	0	0	0	0	0	0.900	0.143	0.910
MAPK8	RELA	9606.ENSP00000378974	9606.ENSP00000384273	0	0	0	0	0	0	0.800	0.587	0.913
MGAM	SOD1	9606.ENSP00000447378	9606.ENSP00000270142	0	0	0	0	0	0.369	0	0.101	0.408
MGAM	PPARG	9606.ENSP00000447378	9606.ENSP00000287820	0	0	0	0	0	0	0	0.561	0.561
MGAM	SLC2A4	9606.ENSP00000447378	9606.ENSP00000320935	0	0	0	0	0.062	0	0	0.574	0.583
MGAM	PTPN1	9606.ENSP00000447378	9606.ENSP00000360683	0	0	0	0	0	0	0	0.653	0.653
MGAM	PPARA	9606.ENSP00000447378	9606.ENSP00000385523	0	0	0	0	0.064	0	0	0.391	0.405
MMP1	MMP2	9606.ENSP00000322788	9606.ENSP00000219070	0	0	0	0.869	0.154	0	0.900	0.883	0.921
MMP1	TGFB1	9606.ENSP00000322788	9606.ENSP00000221930	0	0	0	0	0.076	0	0.900	0.609	0.960
MMP1	SERPINE1	9606.ENSP00000322788	9606.ENSP00000223095	0	0	0	0	0.303	0.056	0	0.567	0.690
MMP1	MPO	9606.ENSP00000322788	9606.ENSP00000225275	0	0	0	0	0	0	0	0.405	0.405
MMP1	TP53	9606.ENSP00000322788	9606.ENSP00000269305	0	0	0	0	0	0	0	0.524	0.524
MMP1	PRSS1	9606.ENSP00000322788	9606.ENSP00000308720	0	0	0	0	0.066	0	0.900	0.086	0.907
MMP1	SPP1	9606.ENSP00000322788	9606.ENSP00000378517	0	0	0	0	0.049	0	0	0.517	0.521
MMP1	PTGS2	9606.ENSP00000322788	9606.ENSP00000356438	0	0	0	0	0.138	0	0	0.618	0.657
MMP1	TNF	9606.ENSP00000322788	9606.ENSP00000398698	0	0	0	0	0.064	0	0	0.700	0.707
MMP1	MMP9	9606.ENSP00000322788	9606.ENSP00000361405	0	0	0	0.750	0.518	0	0.900	0.901	0.961
MMP2	MPO	9606.ENSP00000219070	9606.ENSP00000225275	0	0	0	0	0	0	0	0.505	0.505
MMP2	PPARG	9606.ENSP00000219070	9606.ENSP00000287820	0	0	0	0	0.062	0	0	0.504	0.514
MMP2	PTEN	9606.ENSP00000219070	9606.ENSP00000361021	0	0	0	0	0	0	0	0.566	0.566
MMP2	PTGS2	9606.ENSP00000219070	9606.ENSP00000356438	0	0	0	0	0.066	0	0	0.654	0.663
MMP2	TP53	9606.ENSP00000219070	9606.ENSP00000269305	0	0	0	0	0.062	0	0	0.669	0.676
MMP2	SPP1	9606.ENSP00000219070	9606.ENSP00000378517	0	0	0	0	0.076	0	0	0.691	0.702
MMP2	SERPINE1	9606.ENSP00000219070	9606.ENSP00000223095	0	0	0	0	0.218	0.056	0	0.662	0.729
MMP2	TNF	9606.ENSP00000219070	9606.ENSP00000398698	0	0	0	0	0	0	0	0.734	0.734
MMP2	MMP9	9606.ENSP00000219070	9606.ENSP00000361405	0	0	0	0.929	0.062	0	0.900	0.923	0.908
MMP2	TGFB1	9606.ENSP00000219070	9606.ENSP00000221930	0	0	0	0	0.062	0.634	0.900	0.693	0.988
MMP9	TGFB1	9606.ENSP00000361405	9606.ENSP00000221930	0	0	0	0	0.085	0.634	0.900	0.762	0.991
MMP9	SERPINE1	9606.ENSP00000361405	9606.ENSP00000223095	0	0	0	0	0.062	0.056	0	0.757	0.767
MMP9	MPO	9606.ENSP00000361405	9606.ENSP00000225275	0	0	0	0	0.076	0	0	0.716	0.727
MMP9	TP53	9606.ENSP00000361405	9606.ENSP00000269305	0	0	0	0	0	0	0	0.704	0.704
MMP9	PPARG	9606.ENSP00000361405	9606.ENSP00000287820	0	0	0	0	0	0	0	0.652	0.652
MMP9	PRSS1	9606.ENSP00000361405	9606.ENSP00000308720	0	0	0	0	0	0	0.900	0.143	0.910
MMP9	OLR1	9606.ENSP00000361405	9606.ENSP00000309124	0	0	0	0	0	0	0	0.455	0.455
MMP9	NOS2	9606.ENSP00000361405	9606.ENSP00000327251	0	0	0	0	0.065	0	0	0.535	0.547
MMP9	SLPI	9606.ENSP00000361405	9606.ENSP00000342082	0	0	0	0	0.062	0	0	0.413	0.425
MMP9	STAT1	9606.ENSP00000361405	9606.ENSP00000354394	0	0	0	0	0	0	0	0.537	0.537
MMP9	PTGS2	9606.ENSP00000361405	9606.ENSP00000356438	0	0	0	0	0.097	0	0	0.745	0.760
MMP9	PTEN	9606.ENSP00000361405	9606.ENSP00000361021	0	0	0	0	0	0	0	0.620	0.620
MMP9	NFE2L2	9606.ENSP00000361405	9606.ENSP00000380252	0	0	0	0	0	0	0	0.425	0.424
MMP9	PPARA	9606.ENSP00000361405	9606.ENSP00000385523	0	0	0	0	0	0	0	0.502	0.502
MMP9	PRKCA	9606.ENSP00000361405	9606.ENSP00000408695	0	0	0	0	0	0	0	0.503	0.503
MMP9	RELA	9606.ENSP00000361405	9606.ENSP00000384273	0	0	0	0	0	0.285	0	0.515	0.639
MMP9	SPP1	9606.ENSP00000361405	9606.ENSP00000378517	0	0	0	0	0.110	0	0	0.694	0.717
MMP9	TNF	9606.ENSP00000361405	9606.ENSP00000398698	0	0	0	0	0.176	0	0	0.872	0.890
MPO	PON1	9606.ENSP00000225275	9606.ENSP00000222381	0	0	0	0	0	0	0	0.923	0.923
MPO	SERPINE1	9606.ENSP00000225275	9606.ENSP00000223095	0	0	0	0	0	0	0	0.517	0.517
MPO	OLR1	9606.ENSP00000225275	9606.ENSP00000309124	0	0	0	0	0	0.056	0	0.406	0.415
MPO	TP53	9606.ENSP00000225275	9606.ENSP00000269305	0	0	0	0	0	0	0	0.424	0.424
MPO	XDH	9606.ENSP00000225275	9606.ENSP00000368727	0	0	0	0	0	0	0	0.448	0.448
MPO	NFE2L2	9606.ENSP00000225275	9606.ENSP00000380252	0	0	0	0	0	0	0	0.470	0.470
MPO	PPARG	9606.ENSP00000225275	9606.ENSP00000287820	0	0	0	0	0.062	0.056	0	0.467	0.486
MPO	NQO1	9606.ENSP00000225275	9606.ENSP00000319788	0	0	0	0	0	0	0	0.505	0.505
MPO	NOS2	9606.ENSP00000225275	9606.ENSP00000327251	0	0	0	0	0	0.090	0	0.535	0.559
MPO	PTGS2	9606.ENSP00000225275	9606.ENSP00000356438	0	0	0	0	0.065	0	0	0.644	0.653
MPO	TNF	9606.ENSP00000225275	9606.ENSP00000398698	0	0	0	0	0.074	0	0	0.861	0.866
MTTP	PPARG	9606.ENSP00000427679	9606.ENSP00000287820	0	0	0	0	0	0	0	0.512	0.512
MTTP	SREBF1	9606.ENSP00000427679	9606.ENSP00000348069	0	0	0	0	0	0	0	0.745	0.745
MTTP	PPARA	9606.ENSP00000427679	9606.ENSP00000385523	0	0	0	0	0.062	0	0	0.686	0.693
NCOA1	TP53	9606.ENSP00000385216	9606.ENSP00000269305	0	0	0	0	0	0.270	0	0.510	0.627
NCOA1	PPARG	9606.ENSP00000385216	9606.ENSP00000287820	0	0	0	0	0	0.984	0.900	0.987	0.999
NCOA1	PPARD	9606.ENSP00000385216	9606.ENSP00000310928	0	0	0	0	0	0.828	0	0.382	0.889
NCOA1	NR1I2	9606.ENSP00000385216	9606.ENSP00000336528	0	0	0	0	0	0.981	0	0.988	0.999
NCOA1	NR1I3	9606.ENSP00000385216	9606.ENSP00000356959	0	0	0	0	0	0.742	0	0.633	0.901
NCOA1	NCOA2	9606.ENSP00000385216	9606.ENSP00000399968	0	0	0	0.817	0.083	0.836	0.900	0.887	0.986
NCOA1	RXRA	9606.ENSP00000385216	9606.ENSP00000419692	0	0	0	0	0	0.988	0.900	0.626	0.999
NCOA1	PPARA	9606.ENSP00000385216	9606.ENSP00000385523	0	0	0	0	0.051	0.977	0.900	0.965	0.999
NCOA2	TP53	9606.ENSP00000399968	9606.ENSP00000269305	0	0	0	0	0	0.068	0	0.493	0.508
NCOA2	PPARG	9606.ENSP00000399968	9606.ENSP00000287820	0	0	0	0	0.062	0.954	0.900	0.843	0.999
NCOA2	PPARD	9606.ENSP00000399968	9606.ENSP00000310928	0	0	0	0	0.049	0.713	0	0.357	0.809
NCOA2	NR1I2	9606.ENSP00000399968	9606.ENSP00000336528	0	0	0	0	0	0.436	0	0.382	0.636
NCOA2	NR1I3	9606.ENSP00000399968	9606.ENSP00000356959	0	0	0	0	0	0.701	0	0.542	0.857
NCOA2	PPARA	9606.ENSP00000399968	9606.ENSP00000385523	0	0	0	0	0.062	0.713	0.600	0.526	0.942
NCOA2	RXRA	9606.ENSP00000399968	9606.ENSP00000419692	0	0	0	0	0.062	0.983	0.900	0.505	0.999
NFE2L2	TP53	9606.ENSP00000380252	9606.ENSP00000269305	0	0	0	0	0	0.057	0	0.756	0.760
NFE2L2	SOD1	9606.ENSP00000380252	9606.ENSP00000270142	0	0	0	0	0	0	0	0.704	0.704
NFE2L2	PPARG	9606.ENSP00000380252	9606.ENSP00000287820	0	0	0	0	0	0.228	0	0.594	0.673
NFE2L2	NQO1	9606.ENSP00000380252	9606.ENSP00000319788	0	0	0	0	0	0.270	0	0.876	0.905
NFE2L2	NR1I2	9606.ENSP00000380252	9606.ENSP00000336528	0	0	0	0	0	0.060	0	0.462	0.473
NFE2L2	SREBF1	9606.ENSP00000380252	9606.ENSP00000348069	0	0	0	0	0	0	0	0.423	0.423
NFE2L2	PTGS2	9606.ENSP00000380252	9606.ENSP00000356438	0	0	0	0	0	0	0	0.611	0.611
NFE2L2	NR1I3	9606.ENSP00000380252	9606.ENSP00000356959	0	0	0	0	0	0.060	0	0.463	0.474
NFE2L2	PTEN	9606.ENSP00000380252	9606.ENSP00000361021	0	0	0	0	0	0	0	0.518	0.518
NFE2L2	RELA	9606.ENSP00000380252	9606.ENSP00000384273	0	0	0	0	0	0.312	0	0.330	0.519
NFE2L2	PPARA	9606.ENSP00000380252	9606.ENSP00000385523	0	0	0	0	0	0.060	0	0.556	0.564
NFE2L2	TNF	9606.ENSP00000380252	9606.ENSP00000398698	0	0	0	0	0	0	0	0.602	0.602
NFE2L2	PRKCA	9606.ENSP00000380252	9606.ENSP00000408695	0	0	0	0	0	0.270	0.900	0.218	0.937
NOS2	TGFB1	9606.ENSP00000327251	9606.ENSP00000221930	0	0	0	0	0	0	0	0.426	0.426
NOS2	TP53	9606.ENSP00000327251	9606.ENSP00000269305	0	0	0	0	0	0	0	0.417	0.417
NOS2	SOD1	9606.ENSP00000327251	9606.ENSP00000270142	0	0	0	0	0	0.115	0	0.406	0.452
NOS2	PPARG	9606.ENSP00000327251	9606.ENSP00000287820	0	0	0	0	0.062	0.067	0	0.526	0.549
NOS2	PTGS2	9606.ENSP00000327251	9606.ENSP00000356438	0	0	0	0	0.063	0.182	0	0.805	0.838
NOS2	RXRA	9606.ENSP00000327251	9606.ENSP00000419692	0	0	0	0	0	0.067	0.900	0.047	0.903
NOS2	PPARA	9606.ENSP00000327251	9606.ENSP00000385523	0	0	0	0	0	0.067	0.900	0.378	0.936
NOS2	STAT1	9606.ENSP00000327251	9606.ENSP00000354394	0	0	0	0	0.062	0	0.900	0.607	0.959
NOS2	RELA	9606.ENSP00000327251	9606.ENSP00000384273	0	0	0	0	0	0.524	0.900	0.384	0.968
